,id,abstract,keywords
49,"
IrregularTime1_a3a3_21af_9b53
","
Pacific Marine Environmental Laboratory (PMEL) Atmospheric Chemistry Asian Pacific Regional Aerosol Characterization Experiment Irregular 1 data
","['\naerosol\n', '\naluminum\n', '\nasian\n', '\natmospheric\n', '\nblack\n', '\ncalcium\n', '\ncarbon\n', '\ncharacterization\n', '\nchemistry\n', '\nconcentration\n', '\ndata\n', '\nduration\n', '\nenvironmental\n', '\nexperiment\n', '\niron\n', '\nirregular\n', '\nlaboratory\n', '\nlon360\n', '\nmarine\n', '\nmass\n', '\nnoaa\n', '\nocean\n', '\noceans\n', '\norganic\n', '\npacific\n', '\npmel\n', '\nregional\n', '\nsample\n', '\nsea\n', '\nseawater\n', '\nsilicate\n', '\nsilicon\n', '\nsub10micron\n', '\nsubmicron\n', '\nsupermicron\n', '\ntitanium\n', '\ntraj\n', '\ntrajectory\n', '\nwater\n', '\nEarth Science > Oceans > Ocean Chemistry > Silicate\n', '\nPMEL Atmospheric Chemistry\n', '\ntime\n', '\nlongitude\n', '\nlongitude\n', '\nlatitude\n', '\nmass_concentration_of_silicate_in_sea_water\n', '\nmass_concentration_of_silicate_in_sea_water\n', '\nmass_concentration_of_silicate_in_sea_water\n']"
50,"
IrregularTime2_f8a7_e2e3_40aa
","
Pacific Marine Environmental Laboratory (PMEL) Atmospheric Chemistry Asian Pacific Regional Aerosol Characterization Experiment Irregular 2 data
","['\nacid\n', '\naerosol\n', '\nammonia\n', '\nammonium\n', '\nasian\n', '\natmospheric\n', '\ncalcium\n', '\ncharacterization\n', '\nchemistry\n', '\nchloride\n', '\nconcentration\n', '\ndata\n', '\ndensity\n', '\nduration\n', '\nenvironmental\n', '\nexperiment\n', '\nirregular\n', '\nlaboratory\n', '\nlon360\n', '\nmagnesium\n', '\nmarine\n', '\nmethane\n', '\nmole\n', '\nn02\n', '\nnh4\n', '\nnitrate\n', '\nno3\n', '\nnoaa\n', '\nnon\n', '\nnon-seasalt\n', '\nocean\n', '\noceans\n', '\npacific\n', '\npmel\n', '\npotassium\n', '\npractical\n', '\nregional\n', '\nsalinity\n', '\nsample\n', '\nsea\n', '\nseasalt\n', '\nseawater\n', '\nsodium\n', '\nsoluble\n', '\nsub10micron\n', '\nsubmicron\n', '\nsulfate\n', '\nsulfonic\n', '\nsupermicron\n', '\ntraj\n', '\ntrajectory\n', '\nwater\n', '\nEarth Science > Oceans > Salinity/Density > Salinity\n', '\nEarth Science > Oceans > Ocean Chemistry > Nitrate\n', '\nEarth Science > Oceans > Ocean Chemistry > Ammonia\n', '\nPMEL Atmospheric Chemistry\n', '\ntime\n', '\nlongitude\n', '\nlongitude\n', '\nlatitude\n', '\nmole_concentration_of_nitrate_in_sea_water\n', '\nmole_concentration_of_nitrate_in_sea_water\n', '\nmole_concentration_of_nitrate_in_sea_water\n', '\nsea_water_practical_salinity\n', '\nsea_water_practical_salinity\n', '\nsea_water_practical_salinity\n', '\nmole_concentration_of_ammonium_in_sea_water\n', '\nmole_concentration_of_ammonium_in_sea_water\n', '\nmole_concentration_of_ammonium_in_sea_water\n']"
51,"
IrregularTime3_5ff3_35a5_3813
","
Pacific Marine Environmental Laboratory (PMEL) Atmospheric Chemistry Asian Pacific Regional Aerosol Characterization Experiment Irregular 3 data
","['\naerosol\n', '\nasian\n', '\natmospheric\n', '\ncharacterization\n', '\nchemistry\n', '\ndata\n', '\ndays\n', '\ndmsair\n', '\nduration\n', '\nenvironmental\n', '\nexperiment\n', '\nirregular\n', '\njulian\n', '\nlaboratory\n', '\nlon360\n', '\nmarine\n', '\nnoaa\n', '\npacific\n', '\npmel\n', '\nregional\n', '\nsample\n', '\ntraj\n', '\ntrajectory\n', '\nPMEL Atmospheric Chemistry\n', '\ntime\n', '\nlongitude\n', '\nlongitude\n', '\nlatitude\n']"
52,"
IrregularTime4_bc62_c040_8498
","
Pacific Marine Environmental Laboratory (PMEL) Atmospheric Chemistry Asian Pacific Regional Aerosol Characterization Experiment Irregular 4 data
","['\naerosol\n', '\nasian\n', '\natmospheric\n', '\ncharacterization\n', '\nchemistry\n', '\ndata\n', '\ndays\n', '\ndmswater\n', '\nduration\n', '\nenvironmental\n', '\nexperiment\n', '\nirregular\n', '\njulian\n', '\nlaboratory\n', '\nlon360\n', '\nmarine\n', '\nnoaa\n', '\npacific\n', '\npmel\n', '\nregional\n', '\nsample\n', '\ntraj\n', '\ntrajectory\n', '\nPMEL Atmospheric Chemistry\n', '\ntime\n', '\nlongitude\n', '\nlongitude\n', '\nlatitude\n']"
53,"
IrregularTime5_df5b_8efc_ed1c
","
Pacific Marine Environmental Laboratory (PMEL) Atmospheric Chemistry Asian Pacific Regional Aerosol Characterization Experiment Irregular 5 data
","['\naerosol\n', '\nangle\n', '\naod\n', '\nasian\n', '\natmospheric\n', '\nch-1\n', '\nch-2\n', '\nch-3\n', '\nch-4\n', '\nch-5\n', '\ncharacterization\n', '\nchemistry\n', '\ndata\n', '\ndays\n', '\nduration\n', '\nenvironmental\n', '\nexperiment\n', '\nirregular\n', '\njulian\n', '\nlaboratory\n', '\nlon360\n', '\nmarine\n', '\nmeasurement\n', '\nnoaa\n', '\noptical\n', '\npacific\n', '\npmel\n', '\nregional\n', '\nsample\n', '\ntraj\n', '\ntrajectory\n', '\nzenith\n', '\nPMEL Atmospheric Chemistry\n', '\ntime\n', '\nlongitude\n', '\nlongitude\n', '\nlatitude\n']"
54,"
ThirtyMinute_7524_80b2_d2e6
","
Pacific Marine Environmental Laboratory (PMEL) Atmospheric Chemistry Aerosols 99 and Indian Ocean Experiment 30 minute data
","['\n12nm\n', '\n3nm\n', '\nabsorbance\n', '\naero\n', '\naeroscat\n', '\naerosol\n', '\naerosols\n', '\nair\n', '\natmosphere\n', '\natmospheric\n', '\nback\n', '\nbarometric\n', '\nbkscat\n', '\nblue\n', '\nbow\n', '\nchemistry\n', '\nchlorophyll\n', '\nconcentration\n', '\ncourse\n', '\ndata\n', '\ndensity\n', '\ndir\n', '\ndirection\n', '\ndmsair\n', '\ndmswater\n', '\nduration\n', '\nenvironmental\n', '\nexperiment\n', '\ngreen\n', '\nground\n', '\nhumidity\n', '\nindian\n', '\nlaboratory\n', '\nlevel\n', '\nlon360\n', '\nmarine\n', '\nmeasurements\n', '\nmeridional\n', '\nminute\n', '\nmole\n', '\nn02\n', '\nnitrate\n', '\nno3\n', '\nnoaa\n', '\nocean\n', '\noceans\n', '\nover\n', '\nozone\n', '\npacific\n', '\nparticles\n', '\npercent\n', '\npmel\n', '\npractical\n', '\nprecipitation\n', '\npressure\n', '\npsu\n', '\nradiation\n', '\nrain\n', '\nrainfall\n', '\nrate\n', '\nred\n', '\nrel\n', '\nrelative\n', '\nsalinity\n', '\nsample\n', '\nscat\n', '\nsea\n', '\nseawater\n', '\nship\n', '\nshortwave\n', '\nspeed\n', '\nsst\n', '\nstatic\n', '\nsubmicron\n', '\nsurface\n', '\ntemperature\n', '\ntotal\n', '\ntraj\n', '\ntrajectory\n', '\nunit\n', '\nvapor\n', '\nwater\n', '\nwind\n', '\nwinds\n', '\nzonal\n', '\nEarth Science > Oceans > Salinity/Density > Salinity\n', '\nEarth Science > Oceans > Ocean Chemistry > Nitrate\n', '\nEarth Science > Oceans > Ocean Chemistry > Chlorophyll\n', '\nEarth Science > Atmosphere > Atmospheric Winds > Surface Winds\n', '\nEarth Science > Atmosphere > Atmospheric Water Vapor > Humidity\n', '\nEarth Science > Atmosphere > Atmospheric Temperature > Surface Air Temperature\n', '\nEarth Science > Atmosphere > Atmospheric Temperature > Air Temperature\n', '\nEarth Science > Atmosphere > Atmospheric Pressure > Static Pressure\n', '\nEarth Science > Atmosphere > Atmospheric Pressure > Sea Level Pressure\n', '\nEarth Science > Atmosphere > Atmospheric Pressure > Atmospheric Pressure Measurements\n', '\nPMEL Atmospheric Chemistry\n', '\ntime\n', '\nlongitude\n', '\nlongitude\n', '\nlatitude\n', '\nair_temperature\n', '\nrelative_humidity\n', '\nair_pressure\n', '\nwind_speed\n', '\nwind_from_direction\n', '\nwind_speed\n', '\nwind_from_direction\n', '\nsea_water_practical_salinity\n', '\nconcentration_of_chlorophyll_in_sea_water\n', '\nmole_concentration_of_nitrate_in_sea_water\n']"
55,"
IrregularTime_be1e_caee_e9a7
","
Pacific Marine Environmental Laboratory (PMEL) Atmospheric Chemistry Aerosols 99 and Indian Ocean Experiment Irregular data
","['\nacid\n', '\naerosol\n', '\naerosols\n', '\nammonia\n', '\nammonium\n', '\natmospheric\n', '\ncalcium\n', '\nchemistry\n', '\nchloride\n', '\nconcentration\n', '\ndata\n', '\ndensity\n', '\nduration\n', '\nenvironmental\n', '\nexperiment\n', '\nindian\n', '\nirregular\n', '\nlaboratory\n', '\nlon360\n', '\nmagnesium\n', '\nmarine\n', '\nmethane\n', '\nmole\n', '\nn02\n', '\nnh4\n', '\nnitrate\n', '\nno3\n', '\nnoaa\n', '\nnon\n', '\nnon-seasalt\n', '\nocean\n', '\noceans\n', '\npacific\n', '\npmel\n', '\npotassium\n', '\npractical\n', '\nsalinity\n', '\nsample\n', '\nsea\n', '\nseasalt\n', '\nseawater\n', '\nsodium\n', '\nsoluble\n', '\nsub10micron\n', '\nsubmicron\n', '\nsulfate\n', '\nsulfonic\n', '\nsupermicron\n', '\ntraj\n', '\ntrajectory\n', '\nwater\n', '\nEarth Science > Oceans > Salinity/Density > Salinity\n', '\nEarth Science > Oceans > Ocean Chemistry > Nitrate\n', '\nEarth Science > Oceans > Ocean Chemistry > Ammonia\n', '\nPMEL Atmospheric Chemistry\n', '\ntime\n', '\nlongitude\n', '\nlongitude\n', '\nlatitude\n', '\nmole_concentration_of_nitrate_in_sea_water\n', '\nmole_concentration_of_nitrate_in_sea_water\n', '\nmole_concentration_of_nitrate_in_sea_water\n', '\nsea_water_practical_salinity\n', '\nsea_water_practical_salinity\n', '\nsea_water_practical_salinity\n', '\nmole_concentration_of_ammonium_in_sea_water\n', '\nmole_concentration_of_ammonium_in_sea_water\n', '\nmole_concentration_of_ammonium_in_sea_water\n']"
56,"
EUREC4A_ATOMIC_RonBrown_PMEL_AOD_v1
","
ATOMIC (Atlantic Tradewind Ocean Atmosphere Mesoscale Interaction Campaign) 2020 Field campaign: Surface meteorological and ship navigation collected from the RV Ronald H. Brown by the National Oceanic and Atmospheric Administration (NOAA) Pacific Marine Environmental Laboratory (PMEL) Atmospheric Chemistry Group in the tropical North Atlantic ocean from 2020-01-09 to 2020-02-13
","['\n380nm\n', '\n440nm\n', '\n500nm\n', '\n675nm\n', '\n870nm\n', '\nabsorption\n', '\naerosol\n', '\nair\n', '\nalong\n', '\nambient\n', '\naod\n', '\natmosphere\n', '\natmospheric\n', '\natomic\n', '\nchemistry\n', '\ndata\n', '\ndensity\n', '\ndue\n', '\nenvironmental\n', '\nidentifier\n', '\nintegrated\n', '\nlaboratory\n', '\nmarine\n', '\nnoaa\n', '\noceanography\n', '\noptical\n', '\noptical properties\n', '\npacific\n', '\nparticles\n', '\npath\n', '\nphysical\n', '\nphysical oceanography\n', '\npmel\n', '\nproperties\n', '\nray\n', '\nsolar\n', '\nthickness\n', '\ntrajectory\n', '\nATOMIC\n', '\ntime\n', '\nlatitude\n', '\nlongitude\n', '\natmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles\n', '\natmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles\n', '\natmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles\n', '\natmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles\n', '\natmosphere_absorption_optical_thickness_due_to_ambient_aerosol_particles\n']"
57,"
EUREC4A_ATOMIC_RonBrown_PMEL_CCN_v2
","
ATOMIC (Atlantic Tradewind Ocean Atmosphere Mesoscale Interaction Campaign) 2020 Field campaign: Surface meteorological and ship navigation collected from the RV Ronald H. Brown by the National Oceanic and Atmospheric Administration (NOAA) Pacific Marine Environmental Laboratory (PMEL) Atmospheric Chemistry Group in the tropical North Atlantic ocean from 2020-01-09 to 2020-02-13
","['\naerosol\n', '\nair\n', '\natmospheric\n', '\natomic\n', '\nccn\n', '\nchemistry\n', '\ncloud\n', '\ncloud cover\n', '\ncloudiness\n', '\nconcentration\n', '\ncondensation\n', '\ncover\n', '\ndata\n', '\nenvironmental\n', '\nidentifier\n', '\nlaboratory\n', '\nmarine\n', '\nnoaa\n', '\nnuclei\n', '\nnumber\n', '\npacific\n', '\nparticles\n', '\npmel\n', '\nratio\n', '\nsecond\n', '\nstatistics\n', '\nstp\n', '\nsupersaturation\n', '\ntrajectory\n', '\nATOMIC\n', '\ntime\n', '\nlatitude\n', '\nlongitude\n', '\nnumber_concentration_of_aerosol_particles_at_stp_in_air\n', '\nnumber_concentration_of_cloud_condensation_nuclei_at_stp_in_air\n', '\nratio_of_number_concentration_of_cloud_condensation_nuclei_to_number_concentration_of_aerosol_particles_at_stp_in_air\n']"
58,"
EUREC4A_ATOMIC_RonBrown_PMEL_CN_O3_v1
","
ATOMIC (Atlantic Tradewind Ocean Atmosphere Mesoscale Interaction Campaign) 2020 Field campaign: Surface meteorological and ship navigation collected from the RV Ronald H. Brown by the National Oceanic and Atmospheric Administration (NOAA) Pacific Marine Environmental Laboratory (PMEL) Atmospheric Chemistry Group in the tropical North Atlantic ocean from 2020-01-09 to 2020-02-13
","['\naerosol\n', '\nair\n', '\natmosphere\n', '\natmospheric\n', '\natomic\n', '\nchemistry\n', '\ncompounds\n', '\nconcentration\n', '\ncontaminants\n', '\ndata\n', '\nearth\n', '\nenvironmental\n', '\nfraction\n', '\nidentifier\n', '\nlaboratory\n', '\nmarine\n', '\nminute\n', '\nmixing\n', '\nmole\n', '\nnoaa\n', '\nnumber\n', '\nO2\n', '\noxygen\n', '\nozone\n', '\npacific\n', '\nparticles\n', '\npmel\n', '\nquality\n', '\nratio\n', '\nscience\n', '\nstatistics\n', '\nstp\n', '\ntrajectory\n', '\ntropospheric\n', '\nufcn\n', '\nultrafine\n', '\nEarth Science > Atmosphere > Atmospheric Chemistry > Oxygen Compounds > Ozone\n', '\nEarth Science > Atmosphere > Atmospheric Chemistry > Oxygen Compounds\n', '\nEarth Science > Atmosphere > Air Quality > Tropospheric Ozone\n', '\nATOMIC\n', '\ntime\n', '\nlatitude\n', '\nlongitude\n', '\nmole_fraction_of_ozone_in_air\n', '\nnumber_concentration_of_aerosol_particles_at_stp_in_air\n', '\nnumber_concentration_of_aerosol_particles_at_stp_in_air\n']"
59,"
EUREC4A_ATOMIC_RonBrown_PMEL_IC_Chem_v0
","
ATOMIC (Atlantic Tradewind Ocean Atmosphere Mesoscale Interaction Campaign) 2020 Field campaign: Surface meteorological and ship navigation collected from the RV Ronald H. Brown by the National Oceanic and Atmospheric Administration (NOAA) Pacific Marine Environmental Laboratory (PMEL) Atmospheric Chemistry Group in the tropical North Atlantic ocean from 2020-01-09 to 2020-02-13
","['\n1.1um\n', '\n10um\n', '\nair\n', '\nammonia\n', '\nammonium\n', '\natmospheric\n', '\natomic\n', '\nchemistry\n', '\nchromatography\n', '\ncollected\n', '\nconcentration\n', '\ndata\n', '\nearth\n', '\nenvironmental\n', '\nidentifier\n', '\nimpactor\n', '\nion\n', '\nlaboratory\n', '\nmarine\n', '\nmeasured\n', '\nmidpoint\n', '\nmole\n', '\nmsa\n', '\nn02\n', '\nnh4\n', '\nnitrate\n', '\nno3\n', '\nnoaa\n', '\nnumber\n', '\nnutrients\n', '\nocean\n', '\noceans\n', '\npacific\n', '\nparticles\n', '\nperiod\n', '\npmel\n', '\nsample\n', '\nscience\n', '\nsea\n', '\nso4\n', '\nstart\n', '\nstatistics\n', '\nstop\n', '\ntrajectory\n', '\nATOMIC\n', '\ntime\n', '\nlatitude\n', '\nlongitude\n', '\nmass_concentration_of_ammonium_dry_aerosol_particles_in_air\n', '\nmass_concentration_of_ammonium_dry_aerosol_particles_in_air\n', '\nmass_concentration_of_nitrate_dry_aerosol_particles_in_air\n', '\nmass_concentration_of_nitrate_dry_aerosol_particles_in_air\n', '\nmass_concentration_of_sulfate_dry_aerosol_particles_in_air\n', '\nmass_concentration_of_sulfate_dry_aerosol_particles_in_air\n', '\ntime\n', '\ntime\n']"
60,"
EUREC4A_ATOMIC_RonBrown_PMEL_OCEC_v0
","
ATOMIC (Atlantic Tradewind Ocean Atmosphere Mesoscale Interaction Campaign) 2020 Field campaign: Surface meteorological and ship navigation collected from the RV Ronald H. Brown by the National Oceanic and Atmospheric Administration (NOAA) Pacific Marine Environmental Laboratory (PMEL) Atmospheric Chemistry Group in the tropical North Atlantic ocean from 2020-01-09 to 2020-02-13
","['\n1.1um\n', '\n10um\n', '\naerosol\n', '\nair\n', '\natmospheric\n', '\natomic\n', '\ncarbon\n', '\nchemistry\n', '\ncollected\n', '\ncolor\n', '\nconcentration\n', '\ndata\n', '\ndry\n', '\nelemental\n', '\nenvironmental\n', '\nidentifier\n', '\nimpactor\n', '\nlaboratory\n', '\nmarine\n', '\nmass\n', '\nmatter\n', '\nmidpoint\n', '\nnoaa\n', '\nnumber\n', '\nocean\n', '\nocean color\n', '\nocec\n', '\norganic\n', '\npacific\n', '\nparticles\n', '\nparticulate\n', '\nperiod\n', '\npmel\n', '\nprimary\n', '\nsample\n', '\nstart\n', '\nstatistics\n', '\nstop\n', '\ntrajectory\n', '\nATOMIC\n', '\ntime\n', '\nlatitude\n', '\nlongitude\n', '\nmass_concentration_of_primary_particulate_organic_matter_dry_aerosol_particles_in_air\n', '\nmass_concentration_of_primary_particulate_organic_matter_dry_aerosol_particles_in_air\n', '\ntime\n', '\ntime\n']"
61,"
EUREC4A_ATOMIC_RonBrown_PMEL_XRF_Chem_v1
","
ATOMIC (Atlantic Tradewind Ocean Atmosphere Mesoscale Interaction Campaign) 2020 Field campaign: Surface meteorological and ship navigation collected from the RV Ronald H. Brown by the National Oceanic and Atmospheric Administration (NOAA) Pacific Marine Environmental Laboratory (PMEL) Atmospheric Chemistry Group in the tropical North Atlantic ocean from 2020-01-09 to 2020-02-13
","['\n1.1um\n', '\n10um\n', '\nair\n', '\natmospheric\n', '\natomic\n', '\nchemistry\n', '\ncollected\n', '\nconcentration\n', '\ndata\n', '\nearth\n', '\nenvironmental\n', '\nfluorescence\n', '\nidentifier\n', '\nimpactor\n', '\nlaboratory\n', '\nmarine\n', '\nmass\n', '\nmeasured\n', '\nmidpoint\n', '\nnoaa\n', '\nnumber\n', '\nocean\n', '\noceans\n', '\noptical\n', '\noptical properties\n', '\npacific\n', '\nparticles\n', '\nperiod\n', '\npmel\n', '\nproperties\n', '\nray\n', '\nsample\n', '\nscience\n', '\nsea\n', '\nseawater\n', '\nsilicate\n', '\nstart\n', '\nstatistics\n', '\nstop\n', '\ntrajectory\n', '\nwater\n', '\nx-ray\n', '\nxrf\n', '\nATOMIC\n', '\ntime\n', '\nlatitude\n', '\nlongitude\n', '\ntime\n', '\ntime\n']"
62,"
EUREC4A_ATOMIC_RonBrown_PMEL_Met_Nav_v1
","
ATOMIC (Atlantic Tradewind Ocean Atmosphere Mesoscale Interaction Campaign) 2020 Field campaign: Surface meteorological and ship navigation collected from the RV Ronald H. Brown by the National Oceanic and Atmospheric Administration (NOAA) Pacific Marine Environmental Laboratory (PMEL) Atmospheric Chemistry Group in the tropical North Atlantic ocean from 2020-01-09 to 2020-02-13
","['\nair\n', '\natmosphere\n', '\natmospheric\n', '\natomic\n', '\nbarometric\n', '\nchemistry\n', '\ncomponent\n', '\ncourse\n', '\ndata\n', '\ndiffuse\n', '\ndirection\n', '\ndownwelling\n', '\nearth\n', '\neast\n', '\neastward\n', '\nenvironmental\n', '\nflux\n', '\nground\n', '\nheading\n', '\nheat\n', '\nheat flux\n', '\nhumidity\n', '\nidentifier\n', '\ninsolation\n', '\nlaboratory\n', '\nlevel\n', '\nmarine\n', '\nmeasurements\n', '\nmet\n', '\nmeteorology\n', '\nminute\n', '\nnav\n', '\nnoaa\n', '\nnorth\n', '\nnorthward\n', '\norientation\n', '\nover\n', '\npacific\n', '\nplatform\n', '\npmel\n', '\nprecipitation\n', '\npressure\n', '\nradiation\n', '\nrain\n', '\nrainfall\n', '\nrate\n', '\nrelative\n', '\nscience\n', '\nsea\n', '\nseawater\n', '\nship\n', '\nshortwave\n', '\nspeed\n', '\nstatic\n', '\nsurface\n', '\ntemperature\n', '\ntrajectory\n', '\nvapor\n', '\nwater\n', '\nwind\n', '\nwinds\n', '\nwrt\n', '\nEarth Science > Atmosphere > Precipitation > Rain\n', '\nEarth Science > Atmosphere > Precipitation > Precipitation Rate\n', '\nEarth Science > Atmosphere > Atmospheric Winds > Surface Winds\n', '\nEarth Science > Atmosphere > Atmospheric Water Vapor > Humidity\n', '\nEarth Science > Atmosphere > Atmospheric Temperature > Surface Air Temperature\n', '\nEarth Science > Atmosphere > Atmospheric Temperature > Air Temperature\n', '\nEarth Science > Atmosphere > Atmospheric Radiation > Shortwave Radiation\n', '\nEarth Science > Atmosphere > Atmospheric Pressure > Static Pressure\n', '\nEarth Science > Atmosphere > Atmospheric Pressure > Sea Level Pressure\n', '\nEarth Science > Atmosphere > Atmospheric Pressure > Atmospheric Pressure Measurements\n', '\nATOMIC\n', '\ntime\n', '\nlatitude\n', '\nlongitude\n', '\nair_temperature\n', '\nrelative_humidity\n', '\nrainfall_rate\n', '\ndiffuse_downwelling_shortwave_flux_in_air\n', '\nair_pressure\n', '\nwind_speed\n', '\nwind_from_direction\n', '\neastward_wind\n', '\nnorthward_wind\n', '\nplatform_speed_wrt_ground\n', '\nplatform_course\n', '\nplatform_orientation\n', '\nwind_speed\n', '\nwind_from_direction\n']"
63,"
EUREC4A_ATOMIC_RonBrown_PMEL_Optics_v1
","
ATOMIC (Atlantic Tradewind Ocean Atmosphere Mesoscale Interaction Campaign) 2020 Field campaign: Surface meteorological and ship navigation collected from the RV Ronald H. Brown by the National Oceanic and Atmospheric Administration (NOAA) Pacific Marine Environmental Laboratory (PMEL) Atmospheric Chemistry Group in the tropical North Atlantic ocean from 2020-01-09 to 2020-02-13
","['\nabsorption\n', '\naerosol\n', '\naerosols\n', '\nair\n', '\nambient\n', '\natmosphere\n', '\natmospheric\n', '\natomic\n', '\nchemistry\n', '\ncoefficient\n', '\ndata\n', '\ndried\n', '\ndue\n', '\nearth\n', '\nenvironmental\n', '\nflux\n', '\nhumidity\n', '\nidentifier\n', '\nlaboratory\n', '\nlight\n', '\nmarine\n', '\nmeteorology\n', '\nmicron\n', '\nminute\n', '\nnoaa\n', '\noptical\n', '\noptical properties\n', '\noptics\n', '\npacific\n', '\nparticles\n', '\npmel\n', '\nproperties\n', '\nradiative\n', '\nrelative\n', '\nsample\n', '\nscattering\n', '\nscience\n', '\nsub\n', '\ntrajectory\n', '\nvapor\n', '\nvolume\n', '\nwater\n', '\nEarth Science > Atmosphere > Atmospheric Water Vapor > Humidity\n', '\nATOMIC\n', '\ntime\n', '\nlatitude\n', '\nlongitude\n', '\nvolume_scattering_coefficient_of_radiative_flux_in_air_due_to_ambient_aerosol_particles\n', '\nvolume_scattering_coefficient_of_radiative_flux_in_air_due_to_ambient_aerosol_particles\n', '\nvolume_scattering_coefficient_of_radiative_flux_in_air_due_to_ambient_aerosol_particles\n', '\nvolume_scattering_coefficient_of_radiative_flux_in_air_due_to_ambient_aerosol_particles\n', '\nvolume_scattering_coefficient_of_radiative_flux_in_air_due_to_ambient_aerosol_particles\n', '\nvolume_scattering_coefficient_of_radiative_flux_in_air_due_to_ambient_aerosol_particles\n', '\nvolume_absorption_coefficient_in_air_due_to_dried_aerosol_particles\n', '\nvolume_absorption_coefficient_in_air_due_to_dried_aerosol_particles\n', '\nvolume_absorption_coefficient_in_air_due_to_dried_aerosol_particles\n', '\nvolume_absorption_coefficient_in_air_due_to_dried_aerosol_particles\n', '\nvolume_absorption_coefficient_in_air_due_to_dried_aerosol_particles\n', '\nvolume_absorption_coefficient_in_air_due_to_dried_aerosol_particles\n', '\nrelative_humidity\n', '\nrelative_humidity\n']"
64,"
EUREC4A_ATOMIC_RonBrown_PMEL_Optics_Intensive_v0
","
ATOMIC (Atlantic Tradewind Ocean Atmosphere Mesoscale Interaction Campaign) 2020 Field campaign: Surface meteorological and ship navigation collected from the RV Ronald H. Brown by the National Oceanic and Atmospheric Administration (NOAA) Pacific Marine Environmental Laboratory (PMEL) Atmospheric Chemistry Group in the tropical North Atlantic ocean from 2020-01-09 to 2020-02-13
","['\n1-micron\n', '\nabsorption\n', '\naeorosals\n', '\naerosol\n', '\naerosols\n', '\nair\n', '\nalbedo\n', '\nambient\n', '\nangstrom\n', '\natmosphere\n', '\natmospheric\n', '\natomic\n', '\nchemistry\n', '\ndata\n', '\ndue\n', '\nearth\n', '\nenvironmental\n', '\nexponent\n', '\nidentifier\n', '\nintensive\n', '\nlaboratory\n', '\nlight\n', '\nmarine\n', '\nmatter\n', '\nmicron\n', '\nminute\n', '\nnoaa\n', '\noptical\n', '\noptical properties\n', '\noptics\n', '\npacific\n', '\nparticle\n', '\nparticles\n', '\nparticulate\n', '\npmel\n', '\nproperties\n', '\nrange\n', '\nscatter\n', '\nscattering\n', '\nscience\n', '\nsingle\n', '\nsub\n', '\nthickness\n', '\ntrajectory\n', '\nwavelength\n', '\nEarth Science > Atmosphere > Aerosols > Particulate Matter\n', '\nEarth Science > Atmosphere > Aerosols > Aerosol Particle Properties\n', '\nEarth Science > Atmosphere > Aerosols > Aerosol Optical Depth/Thickness > Angstrom Exponent\n', '\nATOMIC\n', '\ntime\n', '\nlatitude\n', '\nlongitude\n', '\nangstrom_exponent_of_ambient_aerosol_in_air\n', '\nangstrom_exponent_of_ambient_aerosol_in_air\n', '\nangstrom_exponent_of_ambient_aerosol_in_air\n', '\nangstrom_exponent_of_ambient_aerosol_in_air\n', '\nangstrom_exponent_of_ambient_aerosol_in_air\n', '\nangstrom_exponent_of_ambient_aerosol_in_air\n', '\nangstrom_exponent_of_ambient_aerosol_in_air\n', '\nangstrom_exponent_of_ambient_aerosol_in_air\n', '\nangstrom_exponent_of_ambient_aerosol_in_air\n', '\nangstrom_exponent_of_ambient_aerosol_in_air\n', '\nangstrom_exponent_of_ambient_aerosol_in_air\n', '\nangstrom_exponent_of_ambient_aerosol_in_air\n', '\nsingle_scattering_albedo_in_air_due_to_ambient_aerosol_particles\n', '\nsingle_scattering_albedo_in_air_due_to_ambient_aerosol_particles\n', '\nsingle_scattering_albedo_in_air_due_to_ambient_aerosol_particles\n', '\nsingle_scattering_albedo_in_air_due_to_ambient_aerosol_particles\n', '\nsingle_scattering_albedo_in_air_due_to_ambient_aerosol_particles\n', '\nsingle_scattering_albedo_in_air_due_to_ambient_aerosol_particles\n']"
65,"
EUREC4A_ATOMIC_RonBrown_PMEL_Radon_v0
","
ATOMIC (Atlantic Tradewind Ocean Atmosphere Mesoscale Interaction Campaign) 2020 Field campaign: Surface meteorological and ship navigation collected from the RV Ronald H. Brown by the National Oceanic and Atmospheric Administration (NOAA) Pacific Marine Environmental Laboratory (PMEL) Atmospheric Chemistry Group in the tropical North Atlantic ocean from 2020-01-09 to 2020-02-13
","['\n222rn\n', '\nair\n', '\natmospheric\n', '\natomic\n', '\nchemistry\n', '\nconcentration\n', '\ndata\n', '\nenvironmental\n', '\nidentifier\n', '\nlaboratory\n', '\nmarine\n', '\nminute\n', '\nnoaa\n', '\npacific\n', '\npmel\n', '\nradioactivity\n', '\nradon\n', '\ntrajectory\n', '\nATOMIC\n', '\ntime\n', '\nlatitude\n', '\nlongitude\n', '\nradioactivity_concentration_of_222rn_in_air\n']"
